sector,industry,market_cap,enterprise_value,name,ticker,exchange
Communication Services,Internet Content & Information,674522176,659627328,MediaAlpha,MAX,NYSE
Technology,Solar,59645352,339777984,Maxeon Solar,MAXN,NASDAQ
Financial Services,Shell Companies,120880408,150620208,Maywood,MAYA,NASDAQ
Financial Services,Shell Companies,82481752,155994336,Maywood,MAYAU,NASDAQ
Real Estate,Real Estate Services,75873960,100990064,J.W. Mays,MAYS,NASDAQ
Healthcare,Biotechnology,778714240,268840224,Maze Therapeutics,MAZE,NASDAQ
Financial Services,Shell Companies,388484384,404915744,M3-Brigade Acquisition V,MBAV,NASDAQ
Financial Services,Shell Companies,297500000,434384480,M3-Brigade Acquisition V,MBAVU,NASDAQ
Financial Services,Banks - Regional,29517268,20772502,Marathon Bancorp,MBBC,NASDAQ
Consumer Cyclical,"Furnishings, Fixtures & Appliances",1430872064,2401341184,MasterBrand,MBC,NYSE
Financial Services,Banks - Regional,240496224,298063712,Middlefield Banc,MBCN,NASDAQ
Financial Services,Insurance - Specialty,241278528,3208611328,MBIA,MBI,NYSE
Healthcare,Biotechnology,9543691,-10050869,Mustang Bio,MBIO,NASDAQ
Consumer Cyclical,Auto Parts,12940344320,13043699712,Mobileye Global,MBLY,NASDAQ
Healthcare,Medical Instruments & Supplies,93510000,61420088,Microbot Medical,MBOT,NASDAQ
Healthcare,Biotechnology,19327798,-3000909,Moleculin Biotech,MBRX,NASDAQ
Consumer Cyclical,Recreational Vehicles,631569216,603492544,Malibu Boats,MBUU,NASDAQ
Financial Services,Banks - Regional,788706048,1121048960,Mercantile Bank,MBWM,NASDAQ
Healthcare,Biotechnology,392736704,140716080,MBX Biosciences,MBX,NASDAQ
Financial Services,Banks - Regional,812452352,873453632,Metropolitan Bank Holding,MCB,NYSE
Financial Services,Banks - Regional,744263936,856924096,MetroCity Bankshares,MCBS,NASDAQ
Consumer Cyclical,Restaurants,212414873600,260468113408,McDonald's,MCD,NYSE
Consumer Cyclical,Recreational Vehicles,321474752,242206320,MasterCraft Boat,MCFT,NASDAQ
Communication Services,Advertising Agencies,89120448,87106200,Marchex,MCHX,NASDAQ
Healthcare,Medical Distribution,88656855040,93782745088,McKesson,MCK,NYSE
Financial Services,Financial Data & Stock Exchanges,89951002624,95480004608,Moody's,MCO,NYSE
Healthcare,Biotechnology,122865144,127716208,Seres Therapeutics,MCRB,NASDAQ
Consumer Cyclical,Resorts & Casinos,1917284096,1534961152,Monarch Casino & Resort,MCRI,NASDAQ
Technology,Software - Infrastructure,88616536,112274416,Micropolis Holding,MCRP,NYSE
Communication Services,Entertainment,558349184,896275072,The Marcus,MCS,NYSE
Communication Services,Advertising Agencies,41463000,44032548,Ctrl,MCTR,NASDAQ
Financial Services,Credit Services,10549220,9345786,Mill City Ventures III,MCVT,NASDAQ
Consumer Cyclical,Auto & Truck Dealerships,2059403264,3715719936,Mister Car Wash,MCW,NASDAQ
Financial Services,Insurance - Property & Casualty,3770301952,2829023232,Mercury General,MCY,NYSE
Healthcare,Medical Care Facilities,1079834624,1644545920,Pediatrix Medical,MD,NYSE
Healthcare,Medical Devices,64626224,59546848,Spectral AI,MDAI,NASDAQ
Technology,Software - Infrastructure,18076020736,14777367552,MongoDB,MDB,NASDAQ
Healthcare,Biotechnology,7418788864,5996304384,Madrigal Pharmaceuticals,MDGL,NASDAQ
Communication Services,Broadcasting,66023328,189996608,MediaCo Holding,MDIA,NASDAQ
Consumer Defensive,Confectioners,90391379968,105954344960,Mondelez,MDLZ,NASDAQ
Real Estate,REIT - Diversified,15025275,72893424,Medalist Diversified REIT,MDRR,NASDAQ
Healthcare,Medical Devices,114813714432,132580843520,Medtronic,MDT,NYSE
Industrials,Conglomerates,3475670528,5540335616,MDU Resources,MDU,NYSE
Real Estate,REIT - Industrial,144802896,458330752,Modiv Industrial,MDV,NYSE
Healthcare,Biotechnology,221125536,177321424,MediWound,MDWD,NASDAQ
Healthcare,Biotechnology,948246848,814687104,MiMedx,MDXG,NASDAQ
Industrials,Metal Fabrication,313053312,436086048,Mayville Engineering Company,MEC,NYSE
Consumer Cyclical,Personal Services,145520832,-4677605,Medifast,MED,NYSE
Healthcare,Diagnostics & Research,8963642368,8729754624,Medpace,MEDP,NASDAQ
Industrials,Waste Management,750703424,1111196544,Montrose Environmental,MEG,NYSE
Financial Services,Capital Markets,6145656,-115344840,Magic Empire Global,MEGL,NASDAQ
Technology,Electronic Components,233069008,595519040,Methode Electronics,MEI,NYSE
Healthcare,Biotechnology,39444132,-4014743,MEI Pharma,MEIP,NASDAQ
Consumer Cyclical,Internet Retail,122361724928,132192182272,MercadoLibre,MELI,NASDAQ
Healthcare,Biotechnology,802092224,649020992,Jyong Biotech,MENS,NASDAQ
Basic Materials,Chemicals,2273324288,4665802752,Methanex,MEOH,NASDAQ
Basic Materials,Paper & Paper Products,228029440,1572542976,Mercer,MERC,NASDAQ
Industrials,Airlines,49815188,123005024,Mesa Air,MESA,NASDAQ
Financial Services,Insurance - Life,51790639104,72120770560,MetLife,MET,NYSE
Communication Services,Internet Content & Information,1770792550400,1835088740352,Meta Platforms,META,NASDAQ
Basic Materials,Coking Coal,1139339520,800514560,Ramaco Resources,METC,NASDAQ
Basic Materials,Coking Coal,1097380864,529183840,Ramaco Resources,METCB,NASDAQ
Real Estate,REIT - Mortgage,944407552,10126105600,MFA Financial,MFA,NYSE
Financial Services,Insurance - Life,52641173504,51388239872,Manulife Financial,MFC,NYSE
Financial Services,Banks - Regional,69472198656,-61372058566656,Mizuho Financial,MFG,NYSE
Technology,Information Technology Services,328622848,231050992,Mercurity Fintech Holding,MFH,NASDAQ
Technology,Software - Application,46579656,68231168,mF,MFI,NASDAQ
Financial Services,Asset Management,1236272640,3027700736,MidCap Financial Inv,MFIC,NASDAQ
Industrials,Security & Protection Services,248758608,470383808,Mistras,MG,NYSE
Consumer Cyclical,Auto Parts,11663830016,17802807296,Magna,MGA,NYSE
Utilities,Utilities - Regulated Electric,3138369024,3964052480,MGE Energy,MGEE,NASDAQ
Technology,Information Technology Services,1037468160,939507904,Magic Software Enterprises,MGIC,NASDAQ
Consumer Cyclical,Packaging & Containers,18009000,12341869,Millennium,MGIH,NASDAQ
Financial Services,Asset Management,37499436,22678396,The Marygold Companies,MGLD,NYSE
Consumer Cyclical,Resorts & Casinos,10121221120,39728701440,MGM Resorts,MGM,NYSE
Communication Services,Advertising Agencies,3454397440,3590435584,Magnite,MGNI,NASDAQ
Healthcare,Biotechnology,93373648,-40335708,MacroGenics,MGNX,NASDAQ
Consumer Defensive,Beverages - Wineries & Distilleries,638792192,925613504,MGP Ingredients,MGPI,NASDAQ
Healthcare,Medical Devices,205024928,90171120,Monogram,MGRM,NASDAQ
Healthcare,Health Information Services,17669870,16741851,Mangoceuticals,MGRX,NASDAQ
Healthcare,Biotechnology,692749760,538337152,MeiraGTx,MGTX,NASDAQ
Healthcare,Biotechnology,74389184,-126208384,Metagenomi,MGX,NASDAQ
Energy,Oil & Gas E&P,4453801984,4422040064,Magnolia Oil & Gas,MGY,NYSE
Financial Services,Banks - Regional,108517832,68851704,Magyar Bancorp,MGYR,NASDAQ
Industrials,Staffing & Employment Services,93646216,63136532,Mastech Digital,MHH,NYSE
Financial Services,Asset Management,204030848,258531408,Pioneer Municipal High Income Fund,MHI,NYSE
Consumer Cyclical,"Furnishings, Fixtures & Appliances",6950871040,8646588416,Mohawk Industries,MHK,NYSE
Consumer Cyclical,Residential Construction,3056031488,3205406976,M/I Homes,MHO,NYSE
Healthcare,Medical Instruments & Supplies,14353835,4654857,Meihua International Medical,MHUA,NASDAQ
Consumer Cyclical,Internet Retail,14081117,-70622632,NFT,MI,NYSE
Industrials,Specialty Industrial Machinery,7833969664,9364339712,The Middleby,MIDD,NASDAQ
Financial Services,Capital Markets,11717785,27841582,Mawson Infrastructure,MIGI,NASDAQ
Industrials,Engineering & Construction,154874128,139137584,Mint Incorporation,MIMI,NASDAQ
Technology,Scientific & Technical Instruments,58814320,59310912,MIND Technology,MIND,NASDAQ
Industrials,Specialty Industrial Machinery,5015133184,5033203712,Mirion,MIR,NYSE
Healthcare,Drug Manufacturers - General,33246720,19266458,MIRA Pharmaceuticals,MIRA,NASDAQ
Healthcare,Biotechnology,2572336896,2560303360,Mirum Pharmaceuticals,MIRM,NASDAQ
Healthcare,Biotechnology,134243600,128396232,Milestone Pharmaceuticals,MIST,NASDAQ
Technology,Software - Application,430126016,468111616,Mitek Systems,MITK,NASDAQ
Technology,Communication Equipment,7211852,2176621,Moving iMage,MITQ,NYSE
Real Estate,REIT - Mortgage,226430176,7068378624,AG Mortgage Investment Trust,MITT,NYSE
Financial Services,Insurance - Property & Casualty,25772773376,24621631488,Markel,MKL,NYSE
Technology,Scientific & Technical Instruments,7023130112,10710293504,MKS,MKSI,NASDAQ
Financial Services,Financial Data & Stock Exchanges,47919208,-226946608,MarketWise,MKTW,NASDAQ
Financial Services,Capital Markets,7831855104,7860090880,MarketAxess,MKTX,NASDAQ
Real Estate,REIT - Diversified,10580186,166756768,MacKenzie Realty Capital,MKZR,NASDAQ
Technology,Scientific & Technical Instruments,385376576,678790272,Mesa Laboratories,MLAB,NASDAQ
Consumer Cyclical,Resorts & Casinos,3688455168,15652493312,Melco Resorts & Entertainment,MLCO,NASDAQ
Technology,Software - Infrastructure,354742688,-990017600,MicroAlgo,MLGO,NASDAQ
Industrials,Metal Fabrication,9347712000,7973316096,Mueller Industries,MLI,NYSE
Consumer Cyclical,"Furnishings, Fixtures & Appliances",1314284032,2999942144,MillerKnoll,MLKN,NASDAQ
Basic Materials,Building Materials,34063060992,38803279872,Martin Marietta Materials,MLM,NYSE
Technology,Software - Application,1251256320,1591984384,MeridianLink,MLNK,NYSE
Real Estate,Real Estate Services,335806336,352886720,Maui Land & Pineapple Company,MLP,NYSE
Consumer Cyclical,Auto Parts,485072192,557619520,Miller Industries,MLR,NYSE
Healthcare,Medical Instruments & Supplies,48530360,48023124,Milestone Scientific,MLSS,NYSE
Healthcare,Biotechnology,927444480,538795648,Mineralys Therapeutics,MLYS,NASDAQ
Consumer Cyclical,Leisure,13360710,10431966,Mixed Martial Arts,MMA,NYSE
Financial Services,Insurance Brokers,104361943040,128747995136,Marsh & McLennan Companies,MMC,NYSE
Real Estate,Real Estate Services,1204386176,1015700672,Marcus & Millichap,MMI,NYSE
Energy,Oil & Gas Midstream,113650344,637085504,Martin Midstream Partners L.P,MMLP,NASDAQ
Industrials,Specialty Business Services,4001934080,5468888576,Maximus,MMS,NYSE
Healthcare,Medical Instruments & Supplies,4906440192,5946752512,Merit Medical Systems,MMSI,NASDAQ
Consumer Cyclical,Travel Services,9142713344,10363544576,MakeMyTrip,MMYT,NASDAQ
Technology,Software - Application,29429304,13808190,MIND C.T.I,MNDO,NASDAQ
Healthcare,Health Information Services,277747808,2403282,Mobile-health Network,MNDR,NASDAQ
Technology,Software - Application,15002954752,14574316544,monday.com,MNDY,NASDAQ
Healthcare,Biotechnology,1142788096,1102080896,MannKind,MNKD,NASDAQ
Healthcare,Biotechnology,670913280,299935712,Mind Medicine (MindMed),MNMD,NASDAQ
Healthcare,Biotechnology,60326828,28034174,MediciNova,MNOV,NASDAQ
Healthcare,Biotechnology,284234944,164249696,Monopar Therapeutics,MNPR,NASDAQ
Energy,Oil & Gas E&P,1739568640,2174774016,Monmouth Real Estate Inv,MNR,NYSE
Consumer Cyclical,Auto Parts,433386432,955461952,Monro,MNRO,NASDAQ
Financial Services,Banks - Regional,151615504,43971604,MainStreet Bancshares,MNSB,NASDAQ
Consumer Cyclical,Specialty Retail,5456803328,24318103552,MINISO Group Holding,MNSO,NYSE
Consumer Defensive,Beverages - Non-Alcoholic,57539514368,59446636544,Monster Beverage,MNST,NASDAQ
Basic Materials,Specialty Chemicals,313354816,334245632,Montauk Renewables,MNTK,NASDAQ
Technology,Software - Application,2170258176,497510400,MNTN,MNTN,NYSE
Industrials,Aerospace & Defense,8901542,7942671,Momentus,MNTS,NASDAQ
Communication Services,Internet Content & Information,71117448,-4478097,MoneyHero,MNY,NASDAQ
Consumer Defensive,Tobacco,97731788800,120142413824,Altria,MO,NYSE
Industrials,Aerospace & Defense,30508396,5186308608,Mobilicom,MOB,NASDAQ
Technology,Semiconductors,46010376,46107952,Mobix Labs,MOBX,NASDAQ
Healthcare,Medical Devices,37446980,28135304,Modular Medical,MODD,NASDAQ
Consumer Cyclical,Leisure,1697868416,5595105280,Topgolf Callaway Brands,MODG,NYSE
Healthcare,Medical Care Facilities,43061400,1329593856,ModivCare,MODV,NASDAQ
Financial Services,Banks - Regional,627424384,462296320,MidWestOne Financial,MOFG,NASDAQ
Technology,Software - Infrastructure,46573248,103943432,Mogo,MOGO,NASDAQ
Consumer Cyclical,Internet Retail,19718424,5248002048,MOGU,MOGU,NYSE
Healthcare,Healthcare Plans,9917515776,10618179584,Molina Healthcare,MOH,NYSE
Communication Services,Internet Content & Information,1429953920,-574902400,Hello,MOMO,NASDAQ
Financial Services,Financial Data & Stock Exchanges,12190161920,13707189248,Morningstar,MORN,NASDAQ
Consumer Cyclical,Luxury Goods,360015424,230062144,Movado,MOV,NYSE
Healthcare,Medical Devices,4785126,-2428872,Movano,MOVE,NASDAQ
Basic Materials,Other Industrial Metals & Mining,10333688832,5612048896,MP Materials,MP,NYSE
Consumer Cyclical,Auto Parts,214958848,410829920,Motorcar Parts of America,MPAA,NASDAQ
Financial Services,Banks - Regional,664793344,542392448,Mid Penn Bancorp,MPB,NASDAQ
Energy,Oil & Gas Refining & Marketing,53519757312,86025289728,Marathon Petroleum,MPC,NYSE
Technology,Electronic Components,117014112,108906816,M-tron Industries,MPTI,NYSE
Communication Services,Entertainment,86925304,40475540,Mega Matrix,MPU,NYSE
Real Estate,REIT - Healthcare Facilities,2451264000,11382420480,Medical Properties Trust,MPW,NYSE
Technology,Semiconductors,34724491264,34009561088,Monolithic Power Systems,MPWR,NASDAQ
Consumer Cyclical,Recreational Vehicles,292926272,240367824,Marine Products,MPX,NYSE
Technology,Software - Infrastructure,2683181312,1745964544,Marqeta,MQ,NASDAQ
Technology,Semiconductors,151654944,103483232,Everspin,MRAM,NASDAQ
Financial Services,Banks - Regional,165668208,196519248,Meridian,MRBK,NASDAQ
Energy,Oil & Gas Equipment & Services,1195382400,1682972160,MRC Global,MRC,NYSE
Financial Services,Asset Management,136064368,400426912,Monroe Capital,MRCC,NASDAQ
Industrials,Aerospace & Defense,3088735744,3376071168,Mercury Systems,MRCY,NASDAQ
Healthcare,Biotechnology,281429984,2092717952,Mereo BioPharma,MREO,NASDAQ
Healthcare,Drug Manufacturers - General,200781955072,224454230016,Merck &,MRK,NYSE
Healthcare,Biotechnology,19235160,3618489,Marker Therapeutics,MRKR,NASDAQ
Consumer Cyclical,Personal Services,10968697,3693421824,MEDIROM Healthcare,MRM,NASDAQ
Healthcare,Biotechnology,12089555968,5440206848,Moderna,MRNA,NASDAQ
Real Estate,Real Estate - Development,594074560,11824223232,Murano Global Investments,MRNO,NASDAQ
Real Estate,REIT - Residential,5093002752,5006236672,Millrose Properties,MRP,NYSE
Healthcare,Biotechnology,43969820,-40772124,Mersana Therapeutics,MRSN,NASDAQ
Industrials,Trucking,1039040832,1019436608,Marten Transport,MRTN,NASDAQ
Healthcare,Biotechnology,4711396352,3192165120,Merus,MRUS,NASDAQ
Healthcare,Biotechnology,887785920,672574784,Maravai LifeSciences,MRVI,NASDAQ
Technology,Semiconductors,64363233280,70360383488,Marvell Technology,MRVL,NASDAQ
Financial Services,Capital Markets,2712820736,4330376192,Marex,MRX,NASDAQ
Technology,Software - Infrastructure,26133734,15346878,MultiSensor AI,MSAI,NASDAQ
Financial Services,Banks - Regional,397599040,1048310592,Midland States Bancorp,MSBI,NASDAQ
Consumer Cyclical,Resorts & Casinos,945607040,4578268672,Studio City,MSC,NYSE
Financial Services,Financial Data & Stock Exchanges,44716085248,48957480960,MSCI,MSCI,NYSE
Financial Services,Asset Management,152099232,155888080,Morgan Stanley Emerging Markets Debt Fund,MSD,NYSE
Technology,Software - Infrastructure,3790967144448,3722422517760,Microsoft,MSFT,NASDAQ
Consumer Cyclical,Leisure,1911210240,3012606464,Madison Square Garden Entertainment,MSGE,NYSE
Communication Services,Electronic Gaming & Multimedia,17317514,14486631,Motorsport Games,MSGM,NASDAQ
Communication Services,Entertainment,5005508096,6112493056,Madison Square Garden Sports,MSGS,NYSE
Technology,Communication Equipment,70181502976,75160420352,Motorola,MSI,NYSE
Financial Services,Asset Management,776540672,1305413248,MSC Income Fund,MSIF,NYSE
Industrials,Industrial Distribution,4869405184,5293925888,MSC Industrial Direct,MSM,NYSE
Technology,Consumer Electronics,8574900,-5119081,Emerson Radio,MSN,NYSE
Healthcare,Health Information Services,7584167,522387520,MSP Recovery,MSPR,NASDAQ
Consumer Defensive,Grocery Stores,19887404,71131320,Maison,MSS,NASDAQ
Industrials,Engineering & Construction,39833248,58317760,Ming Shing,MSW,NASDAQ
Basic Materials,Other Precious Metals & Mining,350890976,359312128,Metalla Royalty & Streaming,MTA,NYSE
Basic Materials,Copper,989858432,1239134208,MAC Copper,MTAL,NYSE
Financial Services,Banks - Regional,31491635200,23154507776,M&T Bank,MTB,NYSE
Technology,Software - Application,22164472,55817184,MMTec,MTC,NASDAQ
Communication Services,Internet Content & Information,7957551104,10672177152,Match,MTCH,NASDAQ
Healthcare,Diagnostics & Research,24832327680,26423758848,Mettler-Toledo,MTD,NYSE
Technology,Electronic Components,27543282,24292824,Maris-Tech,MTEK,NASDAQ
Industrials,Metal Fabrication,143631600,70954440,Mingteng,MTEN,NASDAQ
Financial Services,Insurance - Specialty,5983412224,7048305152,MGIC Inv,MTG,NYSE
Consumer Cyclical,Residential Construction,5025248256,5691693568,Meritage Homes,MTH,NYSE
Technology,Software - Application,344952448,265908544,Materialise,MTLS,NASDAQ
Consumer Cyclical,Resorts & Casinos,5916148224,8663479296,Vail Resorts,MTN,NYSE
Healthcare,Biotechnology,4883500,317416,Matinas BioPharma,MTNB,NYSE
Basic Materials,Other Industrial Metals & Mining,1960706944,2171142656,Materion,MTRN,NYSE
Technology,Semiconductors,10571663360,10518109184,MACOM Technology,MTSI,NASDAQ
Healthcare,Biotechnology,4486941696,2410225152,Metsera,MTSR,NASDAQ
Basic Materials,Steel,680777472,482878560,Metallus,MTUS,NYSE
Healthcare,Biotechnology,13201095,1509702,MetaVia,MTVA,NASDAQ
Industrials,Farm & Heavy Construction Machinery,436309504,856230400,The Manitowoc Company,MTW,NYSE
Basic Materials,Specialty Chemicals,1809052672,2458290432,Minerals,MTX,NYSE
Industrials,Engineering & Construction,14018660352,15582989312,MasTec,MTZ,NYSE
Technology,Semiconductors,128017276928,143334162432,Micron Technology,MU,NASDAQ
Financial Services,Asset Management,951257472,1663230592,BlackRock MuniHoldings California Quality Fund,MUC,NYSE
Consumer Cyclical,Auto Manufacturers,942186,27381748,Mullen Automotive,MULN,NASDAQ
Energy,Oil & Gas E&P,3493687552,5177539584,Murphy Oil,MUR,NYSE
Healthcare,Biotechnology,43172248,-58243864,Mural Oncology,MURA,NASDAQ
Consumer Cyclical,Specialty Retail,8319435776,10498336768,Murphy USA,MUSA,NYSE
Basic Materials,Other Precious Metals & Mining,591165312,567062528,McEwen,MUX,NYSE
Financial Services,Banks - Regional,320259296,119218400,MVB Financial,MVBF,NASDAQ
Technology,Scientific & Technical Instruments,348966784,263670176,MicroVision,MVIS,NASDAQ
Consumer Cyclical,Auto Parts,1099652608,1380309632,Microvast,MVST,NASDAQ
Industrials,Specialty Industrial Machinery,3945152000,3915628032,Mueller Water Products,MWA,NYSE
Industrials,Rental & Leasing Services,9032430,33867436,Multi Ways,MWG,NYSE
Consumer Cyclical,"Furnishings, Fixtures & Appliances",22681820,35414920,Marwynn,MWYN,NASDAQ
Technology,Semiconductors,155794752,42140148,Magnachip Semiconductor,MX,NYSE
Energy,Oil & Gas E&P,15979260,16520590,Mexco Energy,MXC,NYSE
Healthcare,Medical Devices,214960320,112326400,MaxCyte,MXCT,NASDAQ
Financial Services,Asset Management,46202204,46065896,Mexico Equity & Income Fund,MXE,NYSE
Technology,Semiconductors,1399255680,1273410944,MaxLinear,MXL,NASDAQ
Consumer Cyclical,Packaging & Containers,546529216,932541376,Myers Industries,MYE,NYSE
Financial Services,Banks - Regional,238513792,63313144,First Western Financial,MYFW,NASDAQ
Healthcare,Diagnostics & Research,412032960,555261888,Myriad Genetics,MYGN,NASDAQ
Consumer Defensive,Education & Training Services,39581388,407418144,Mynd.ai,MYND,NYSE
Healthcare,Diagnostics & Research,7210066,1320493,Mainz Biomed,MYNZ,NASDAQ
Healthcare,Medical Devices,71598008,64460824,Myomo,MYO,NYSE
Communication Services,Electronic Gaming & Multimedia,147298320,65789996,PLAYSTUDIOS,MYPS,NASDAQ
Industrials,Engineering & Construction,2979446272,2937895168,MYR,MYRG,NASDAQ
Technology,Software - Application,4018488,319752,My Size,MYSZ,NASDAQ
Consumer Cyclical,Specialty Retail,5792133,2927685632,NaaS Technology,NAAS,NASDAQ
Technology,Information Technology Services,1506808192,1807376256,N-able,NABL,NYSE
Healthcare,Biotechnology,800693952,1085537280,Niagen Bioscience,NAGE,NASDAQ
Consumer Defensive,Packaged Foods,21564362,4614785,Natural Alternatives,NAII,NASDAQ
Basic Materials,Other Industrial Metals & Mining,562954048,713609280,Northern Dynasty Minerals,NAK,NYSE
Healthcare,Medical Care Facilities,83513088,82902456,Kindly MD,NAKA,NASDAQ
Communication Services,Internet Content & Information,73152904,472153472,Jinxin Technology Holding,NAMI,NASDAQ
Healthcare,Biotechnology,2492416256,1225133952,NewAmsterdam Pharma Company,NAMS,NASDAQ
Healthcare,Medical Devices,2610688,5712659,NanoVibronix,NAOV,NASDAQ
Energy,Oil & Gas Midstream,567492736,794116224,Nordic American Tankers,NAT,NYSE
Consumer Cyclical,Restaurants,402325984,480340000,Nathan's Famous,NATH,NASDAQ
Technology,Software - Application,2019993344,4793652736,NCR Atleos,NATL,NYSE
Consumer Defensive,Packaged Foods,274547776,205585344,Nature's Sunshine Products,NATR,NASDAQ
Healthcare,Biotechnology,91469912,-18023974,Nautilus Biotechnology,NAUT,NASDAQ
Financial Services,Credit Services,1429249536,48666816512,Navient,NAVI,NASDAQ
Basic Materials,Other Industrial Metals & Mining,185124640,129896352,NioCorp Developments,NB,NASDAQ
Financial Services,Banks - Regional,745683904,444766336,NB Bancorp,NBBK,NASDAQ
Financial Services,Asset Management,289072672,519036416,Neuberger Berman Municipal Fund,NBH,NYSE
Financial Services,Banks - Regional,1512724608,1318344320,National Bank,NBHC,NYSE
Communication Services,Internet Content & Information,12657141760,11915361280,Nebius,NBIS,NASDAQ
Healthcare,Drug Manufacturers - Specialty & Generic,13065464832,11988614144,Neurocrine Biosciences,NBIX,NASDAQ
Energy,Oil & Gas Drilling,472871968,3804143616,Nabors Industries,NBR,NYSE
Financial Services,Banks - Regional,2255687680,2022260352,NBT Bancorp,NBTB,NASDAQ
Healthcare,Biotechnology,254013632,225389392,Nanobiotix,NBTX,NASDAQ
Healthcare,Biotechnology,3856140,-3962601,NovaBay Pharmaceuticals,NBY,NYSE
Energy,Thermal Coal,295973504,372306784,NACCO Industries,NC,NYSE
Industrials,Integrated Freight & Logistics,18438400,24422622,New Century Logistics (BVI),NCEW,NASDAQ
Consumer Cyclical,"Furnishings, Fixtures & Appliances",16916292,14590448,Northann,NCL,NYSE
Consumer Cyclical,Travel Services,10540177408,23680409600,Norwegian Cruise Line,NCLH,NYSE
Communication Services,Advertising Agencies,458319392,410904768,National CineMedia,NCMI,NASDAQ
Healthcare,Biotechnology,18203082,4911737,NuCana,NCNA,NASDAQ
Technology,Software - Application,3548984576,3364289792,nCino,NCNO,NASDAQ
Financial Services,Capital Markets,12165131,16843256,Netcapital,NCPL,NASDAQ
Consumer Defensive,Packaged Foods,15085874,14469829,Nocera,NCRA,NASDAQ
Energy,Oil & Gas Equipment & Services,80036776,83660272,NCS Multistage,NCSM,NASDAQ
Industrials,Marine Shipping,91429000,105057328,Intercont (Cayman),NCT,NASDAQ
Financial Services,Capital Markets,142170864,32933519360,The9,NCTY,NASDAQ
Financial Services,Financial Data & Stock Exchanges,51309281280,60415954944,Nasdaq,NDAQ,NASDAQ
Healthcare,Diagnostics & Research,5257194,1114107,ENDRA Life Sciences,NDRA,NASDAQ
Industrials,Specialty Industrial Machinery,12266387456,14307123200,Nordson,NDSN,NASDAQ
Financial Services,Banks - Regional,294269056,210893248,Northeast Community Bancorp,NECB,NASDAQ
Utilities,Utilities - Regulated Electric,156352937984,240723165184,NextEra Energy,NEE,NYSE
Consumer Cyclical,Internet Retail,575574912,293069120,Newegg Commerce,NEGG,NASDAQ
Energy,Oil & Gas E&P,13576874,12768272,New Era Helium,NEHC,NASDAQ
Basic Materials,Gold,64765464576,68296200192,Newmont,NEM,NYSE
Healthcare,Diagnostics & Research,803056768,1187457792,NeoGenomics,NEO,NASDAQ
Healthcare,Diagnostics & Research,1028760064,1803993856,Neogen,NEOG,NASDAQ
Technology,Electronic Components,460019296,413516512,Neonode,NEON,NASDAQ
Industrials,Electrical Equipment & Parts,155609536,113879768,NeoVolta,NEOV,NASDAQ
Healthcare,Medical Instruments & Supplies,38638456,40601432,Nephros,NEPH,NASDAQ
Healthcare,Biotechnology,13916886,54738612,Minerva Neurosciences,NERV,NASDAQ
Energy,Oil & Gas Equipment & Services,599199616,923432832,National Energy Services Reunited,NESR,NASDAQ
Technology,Software - Infrastructure,68403482624,67437731840,Cloudflare,NET,NYSE
Basic Materials,Specialty Chemicals,6886343168,7464627712,NewMarket,NEU,NYSE
Healthcare,Healthcare Plans,60798044,1109374976,NeueHealth,NEUE,NYSE
Healthcare,Biotechnology,14005702,-3524559,Neuphoria Therapeutics,NEUP,NASDAQ
Basic Materials,Other Precious Metals & Mining,296772224,212938560,New Pacific Metals,NEWP,NYSE
Financial Services,Banks - Regional,300562208,826896064,NewtekOne,NEWT,NASDAQ
Basic Materials,Other Industrial Metals & Mining,631734016,2392916480,Nexa Resources,NEXA,NYSE
Communication Services,Advertising Agencies,644316736,435984000,Nexxen,NEXN,NASDAQ
Energy,Oil & Gas Equipment & Services,3130488064,8310346752,NextDecade,NEXT,NASDAQ
Energy,Oil & Gas Midstream,1253084928,10254761984,New Fortress Energy,NFE,NASDAQ
Basic Materials,Gold,362327744,271920544,New Found Gold,NFGC,NYSE
Communication Services,Entertainment,514617475072,579097657344,Netflix,NFLX,NASDAQ
Basic Materials,Gold,2193180160,1505128320,NovaGold Resources,NG,NYSE
Basic Materials,Gold,3404417536,4207130112,New Gold,NGD,NYSE
Utilities,Utilities - Regulated Electric,71014260736,406484877312,National Grid,NGG,NYSE
Healthcare,Biotechnology,318615328,-67677112,Neurogene,NGNE,NASDAQ
Energy,Oil & Gas Equipment & Services,305604256,489415456,Natural Gas Services,NGS,NYSE
Consumer Defensive,Grocery Stores,904934272,1215157376,Natural Grocers by Vitamin Cottage,NGVC,NYSE
Basic Materials,Specialty Chemicals,1683219840,2941971712,Ingevity,NGVT,NYSE
Healthcare,Medical Care Facilities,1507494272,1618387584,National HealthCare,NHC,NYSE
Real Estate,REIT - Healthcare Facilities,3291438848,4627589120,National Health Investors,NHI,NYSE
Consumer Cyclical,Internet Retail,51578688,10356528,Natural Health Trends,NHTC,NASDAQ
Utilities,Utilities - Regulated Gas,19251752960,35703357440,NiSource,NI,NYSE
Financial Services,Banks - Regional,2092955904,1446361728,Nicolet Bankshares,NIC,NYSE
Technology,Software - Application,9703151616,9629109248,NICE,NICE,NASDAQ
Energy,Oil & Gas Equipment & Services,33150484,374485024,Nine Energy Service,NINE,NYSE
Consumer Cyclical,Auto Manufacturers,9277693952,25494142976,NIO,NIO,NYSE
